ID,Gender,CustomerType,Age,TypeTravel,Travel_Class,Travel_Distance,DepartureDelay_in_Mins,ArrivalDelay_in_Mins,Seat_comfort,Seat_Class,Arrival_time_convenient,Catering,Platform_location,Onboardwifi_service,Onboard_entertainment,Online_support,Onlinebooking_Ease,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Online_boarding,Target_Act,Target_Pre
98807677,1,1,38.0,0,1,1191,0.0,0.0,5,0,1,0,1,3,5,5,3,4,5,2,0,3,3,0,0
98821573,0,0,43.0,0,0,497,99.0,99.0,3,1,5,5,1,4,0,3,3,3,3,2,4,3,3,0,0
98849874,0,0,52.0,1,1,718,0.0,0.0,1,1,3,1,1,3,3,1,5,5,1,4,0,5,3,1,1
98816242,0,0,29.0,1,1,1641,0.0,4.0,3,1,0,3,0,3,3,1,1,1,1,1,3,1,0,1,1
98813801,0,0,27.0,1,1,1394,0.0,0.0,5,0,5,3,1,3,3,3,3,3,3,2,0,3,1,1,1
98806471,0,0,57.0,0,0,609,38.0,17.0,4,0,4,4,3,4,3,1,1,1,1,1,0,1,1,1,1
98855779,0,0,47.0,0,1,988,0.0,0.0,3,0,3,3,0,4,0,0,3,3,3,2,4,3,5,0,0
98826450,1,0,35.0,1,1,2954,33.0,18.0,0,1,1,3,4,1,3,1,1,1,1,2,1,3,1,0,0
98892907,0,0,42.0,0,0,75,0.0,0.0,1,0,1,1,4,3,3,1,1,1,1,1,1,1,3,1,1
98873620,1,0,40.0,1,1,2808,0.0,0.0,3,0,5,0,2,0,3,3,0,0,0,0,5,0,0,1,0
98886262,1,0,35.0,0,0,740,2.0,1.0,1,1,0,1,4,4,1,1,3,3,3,2,0,3,3,1,1
98807914,0,0,41.0,0,0,3188,0.0,1.0,3,0,3,3,0,0,0,3,3,3,3,2,0,3,4,1,1
98809817,1,0,41.0,0,0,1605,23.0,48.0,3,1,3,0,0,3,3,1,3,3,3,2,1,3,1,1,1
98817987,0,0,32.0,1,1,1479,0.0,16.0,1,0,1,1,4,0,1,1,1,3,1,1,3,1,1,1,1
98884880,1,0,61.0,1,1,2036,2.0,6.0,0,0,3,0,3,0,0,0,0,0,1,2,0,1,0,0,0
98861854,1,0,50.0,0,0,1829,0.0,0.0,1,1,1,1,4,4,3,1,3,3,3,2,0,3,0,1,1
98826720,0,1,20.0,0,1,1145,12.0,17.0,2,1,2,5,1,1,5,1,1,0,3,2,3,3,1,1,1
98858657,0,0,62.0,0,0,732,55.0,31.0,0,1,1,1,4,0,4,0,0,0,0,0,4,0,5,0,0
98883462,0,0,45.0,0,0,399,0.0,0.0,1,0,1,1,4,4,0,5,4,4,4,3,4,4,5,1,1
98861216,0,0,70.0,1,1,449,13.0,10.0,3,0,0,3,0,1,3,3,4,4,4,3,3,4,1,1,1
98854614,0,0,52.0,0,1,624,0.0,0.0,5,1,5,0,1,0,0,4,5,5,5,4,5,5,4,0,0
98850323,0,0,52.0,0,0,3307,5.0,0.0,1,0,1,1,4,3,3,1,3,3,3,2,1,3,3,1,1
98813540,0,0,14.0,1,1,3008,3.0,0.0,5,0,5,5,1,3,0,1,0,0,0,0,0,0,3,1,1
98837178,1,0,52.0,0,0,3319,11.0,5.0,1,0,1,1,4,4,3,3,1,1,1,1,0,1,0,1,1
98892597,1,0,41.0,0,0,3854,0.0,0.0,5,1,5,5,1,1,3,1,3,3,1,2,3,3,1,1,1
98824234,1,0,7.0,1,1,2067,0.0,0.0,3,1,3,3,2,4,3,4,4,1,0,2,1,1,4,0,0
98883205,1,1,41.0,0,1,974,0.0,0.0,4,0,5,4,0,1,4,1,1,5,1,0,5,0,1,0,0
98839561,0,1,20.0,0,1,1560,0.0,0.0,4,1,2,4,0,1,4,1,1,1,5,0,0,4,1,0,0
98834249,0,1,36.0,0,1,2671,7.0,4.0,4,0,4,4,2,0,4,0,0,4,4,2,0,3,0,0,0
98873017,1,1,22.0,0,0,2274,8.0,0.0,1,0,0,1,2,1,1,1,1,1,4,2,3,3,1,1,1
98853802,1,0,37.0,1,1,1992,37.0,35.0,4,0,5,4,3,4,4,4,4,4,0,0,0,3,4,0,0
98878274,0,1,59.0,0,1,1523,4.0,0.0,4,0,1,4,2,0,4,0,0,5,0,1,4,5,0,0,0
98806220,1,0,61.0,0,1,2356,25.0,22.0,3,1,4,4,3,3,3,3,3,5,1,1,5,0,3,1,1
98887230,0,0,62.0,1,1,554,51.0,47.0,3,1,1,3,1,0,1,1,0,0,3,2,3,0,1,0,0
98821243,1,0,49.0,1,1,2691,46.0,32.0,4,1,3,4,1,3,4,3,3,0,0,1,0,1,3,0,0
98838114,1,0,56.0,0,0,3306,0.0,0.0,5,0,1,1,1,0,4,4,0,1,3,1,4,1,4,1,0
98880247,1,1,38.0,0,1,1890,3.0,0.0,3,0,1,3,3,3,3,3,3,3,0,2,5,4,3,0,0
98824874,1,0,67.0,1,1,2050,2.0,4.0,0,1,3,0,2,5,0,5,5,1,1,2,3,3,5,0,0
98848296,1,1,35.0,0,1,2814,15.0,30.0,0,0,0,0,0,3,0,3,3,0,0,2,0,3,3,0,0
98871009,0,0,31.0,0,1,3204,15.0,38.0,1,0,5,5,1,1,1,1,1,3,3,1,0,5,1,1,1
98891314,1,0,43.0,0,0,1572,80.0,74.0,2,1,2,2,4,0,1,1,4,4,4,3,3,4,3,1,1
98875528,1,0,43.0,0,0,2203,65.0,78.0,5,1,5,5,1,1,1,1,1,1,1,1,3,1,3,1,1
98802482,0,0,49.0,1,1,1523,3.0,0.0,3,0,3,3,1,3,0,1,0,0,3,0,0,0,1,1,1
98842823,0,1,20.0,0,1,2085,0.0,0.0,3,0,1,3,2,3,3,4,3,4,0,4,1,5,3,0,1
98853932,1,1,16.0,0,1,2290,43.0,25.0,4,0,4,4,2,1,4,1,1,3,4,0,5,0,1,0,0
98811225,1,0,32.0,0,0,3366,8.0,6.0,5,0,2,2,2,3,2,3,3,5,1,2,0,0,3,0,0
98864071,1,1,26.0,0,1,2074,12.0,2.0,3,0,4,3,2,4,3,4,4,4,4,0,0,0,4,0,0
98884579,1,0,67.0,0,0,2130,0.0,5.0,4,1,4,4,3,4,3,3,4,4,4,3,3,4,4,0,0
98812069,1,0,45.0,0,1,1378,2.0,8.0,3,0,0,5,2,3,3,3,3,5,1,0,4,0,3,0,0
98870996,0,1,22.0,0,1,2248,0.0,0.0,3,1,3,3,2,1,3,1,1,0,1,1,0,1,1,0,1
98805450,1,0,62.0,1,1,2573,0.0,0.0,4,1,1,4,1,0,4,3,0,3,0,1,3,1,0,0,0
98836713,0,0,50.0,0,0,1527,0.0,4.0,4,1,4,4,3,4,1,3,3,3,3,2,1,3,0,1,1
98884390,1,0,44.0,0,0,3575,122.0,219.0,3,0,3,5,0,3,3,3,1,0,3,1,3,0,3,1,1
98882712,0,1,37.0,0,1,1690,0.0,8.0,5,1,0,5,2,1,5,1,1,5,0,0,3,0,1,0,0
98891994,0,0,54.0,1,1,624,0.0,94.0,0,1,0,4,2,1,3,1,1,0,3,1,0,3,1,1,1
98826155,1,0,44.0,0,1,2443,0.0,12.0,1,0,3,3,0,1,1,1,1,5,3,2,1,4,1,1,1
98834374,0,0,59.0,0,0,3881,11.0,9.0,0,1,0,0,2,4,1,3,1,1,1,1,1,1,1,1,1
98830777,1,1,24.0,0,1,1570,2.0,0.0,1,0,2,1,1,5,1,5,5,1,3,1,0,0,5,1,1
98871481,1,0,47.0,0,0,3850,19.0,10.0,4,1,4,4,3,3,3,1,3,3,3,2,1,3,0,1,1
98821636,1,1,27.0,0,0,1541,17.0,30.0,3,1,0,3,1,3,3,3,3,1,3,2,1,3,3,1,1
98842728,0,0,17.0,1,0,1616,36.0,23.0,0,0,0,0,2,3,3,3,3,5,1,4,0,3,3,1,1
98859672,0,0,37.0,0,1,1512,29.0,30.0,1,0,4,4,3,1,1,1,1,0,0,0,0,5,1,1,1
98872449,0,1,25.0,0,1,3291,0.0,0.0,5,1,5,5,4,1,5,1,1,4,1,1,1,1,1,0,0
98875847,0,0,41.0,0,0,2388,42.0,38.0,4,1,4,4,3,3,1,1,3,3,1,2,0,3,1,1,1
98814370,0,0,47.0,0,0,844,0.0,0.0,1,1,1,0,4,1,1,3,1,1,1,1,1,1,3,1,1
98873601,0,0,29.0,0,0,2661,139.0,131.0,4,1,4,1,3,4,4,4,4,3,4,0,4,4,4,0,0
98890326,0,1,22.0,0,1,2550,0.0,0.0,4,0,4,4,0,3,4,3,3,3,0,2,4,0,3,0,0
98859826,0,0,25.0,0,1,1730,2.0,0.0,5,0,1,5,0,4,5,3,4,3,3,0,3,3,4,0,0
98861447,0,0,38.0,0,0,2175,10.0,1.0,3,1,1,3,0,3,3,3,1,1,1,1,0,1,0,1,1
98811772,0,0,39.0,0,0,3216,25.0,15.0,3,0,3,4,0,1,1,3,4,4,4,3,3,4,1,1,1
98847327,0,0,44.0,0,0,2061,0.0,0.0,2,0,2,2,0,4,1,3,1,1,1,1,3,1,3,1,1
98844672,1,0,46.0,0,0,335,0.0,0.0,1,1,1,1,4,4,3,3,3,3,3,2,1,3,3,1,1
98833603,1,0,22.0,0,0,3495,0.0,0.0,3,0,3,3,0,3,3,3,3,3,1,0,4,0,3,0,0
98871512,1,0,19.0,1,1,2736,0.0,0.0,4,0,0,4,2,1,4,1,1,5,4,4,1,0,1,0,0
98844071,0,1,21.0,0,1,1907,0.0,0.0,1,1,2,1,2,1,1,1,1,3,0,2,0,3,1,1,1
98888873,0,0,24.0,0,1,1908,51.0,54.0,5,1,5,5,1,5,5,4,5,3,4,0,0,3,5,0,0
98806955,1,1,47.0,0,1,1260,19.0,4.0,0,0,2,0,1,1,0,1,1,1,0,2,5,1,1,0,0
98862052,1,0,35.0,1,1,1560,0.0,0.0,3,0,0,0,2,3,1,3,3,1,1,0,5,1,3,1,0
98805809,1,1,27.0,0,0,1848,0.0,0.0,5,1,5,5,1,5,5,5,5,1,4,2,1,3,5,0,0
98837842,1,0,58.0,1,1,2032,0.0,0.0,2,1,4,2,0,3,2,3,3,0,1,3,4,3,3,1,1
98843114,1,0,27.0,1,1,1845,13.0,4.0,5,1,5,5,0,1,5,1,1,3,3,0,0,0,1,0,0
98829223,1,0,35.0,0,0,3565,4.0,0.0,4,0,5,5,1,0,0,0,4,4,4,3,4,4,3,0,0
98893578,1,0,25.0,1,1,1357,0.0,0.0,4,1,3,4,4,3,4,3,3,3,4,2,3,1,3,0,0
98877780,1,0,54.0,0,1,1880,0.0,8.0,5,0,1,4,3,5,5,5,5,5,5,0,5,0,5,0,0
98824036,1,0,41.0,0,0,1594,3.0,0.0,2,0,2,2,3,3,1,3,1,1,1,1,5,1,1,1,1
98806120,1,0,57.0,0,0,1145,0.0,0.0,3,0,3,4,0,3,1,3,3,3,1,2,3,3,3,1,1
98890731,0,1,24.0,0,1,2135,32.0,35.0,5,1,5,5,0,0,5,0,0,3,4,2,1,3,0,0,0
98876494,1,1,38.0,0,1,1875,1.0,0.0,4,1,2,4,1,4,4,4,4,1,4,3,0,1,4,0,0
98832647,0,0,48.0,0,0,1816,0.0,1.0,3,0,3,1,0,4,1,3,3,3,3,2,1,3,0,1,1
98810777,0,0,69.0,1,1,322,0.0,0.0,4,0,4,4,3,5,4,5,1,1,1,1,5,1,0,1,1
98891645,0,1,24.0,0,1,2071,71.0,48.0,3,1,0,0,2,1,0,1,1,0,0,2,4,0,1,0,0
98868906,1,0,44.0,0,0,3544,0.0,0.0,3,1,3,3,0,1,3,1,4,4,4,3,3,4,0,1,1
98823552,1,0,59.0,1,1,1278,0.0,0.0,1,0,4,3,2,3,3,5,3,3,0,0,3,0,3,1,1
98845233,0,1,39.0,0,0,1533,0.0,0.0,0,1,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0
98879707,1,0,53.0,1,1,2032,20.0,22.0,0,0,1,0,1,0,0,0,0,3,0,4,0,3,0,0,0
98870758,0,0,42.0,0,1,359,0.0,3.0,4,0,5,5,1,1,4,1,4,4,4,3,3,4,0,1,1
98811365,0,0,45.0,0,0,497,0.0,0.0,3,1,3,3,0,3,1,4,1,1,1,1,0,1,4,1,1
98852363,0,0,47.0,0,0,234,0.0,0.0,3,1,4,4,3,3,3,0,4,4,0,2,0,4,3,0,0
98870661,1,0,41.0,0,0,537,0.0,0.0,5,1,3,3,0,5,3,3,5,5,5,4,3,5,5,0,0
98850420,1,1,29.0,0,1,2112,0.0,0.0,1,0,1,1,0,0,1,0,0,5,4,3,0,0,0,1,1
98830879,0,0,48.0,0,0,660,0.0,0.0,5,1,5,5,1,0,3,3,3,3,3,2,0,3,3,1,1
98821818,0,0,21.0,1,1,2290,1.0,18.0,1,1,1,0,4,1,1,1,1,0,1,2,3,3,1,1,1
98809001,1,0,29.0,0,0,2514,15.0,15.0,3,1,3,0,0,1,1,1,1,3,4,2,0,1,1,1,1
98802117,0,1,22.0,0,1,2688,0.0,0.0,0,1,0,0,3,4,0,4,4,3,1,2,1,3,4,0,0
98839266,1,0,23.0,0,0,3958,0.0,0.0,3,1,3,3,0,4,4,4,1,4,0,1,4,0,4,1,1
98831773,1,0,53.0,0,0,1976,5.0,0.0,4,1,4,0,3,0,0,3,3,3,3,2,0,3,0,1,1
98868680,0,0,57.0,1,1,1566,3.0,3.0,2,0,3,2,1,0,3,3,5,5,2,4,3,5,0,1,1
98822692,0,0,31.0,0,0,5351,0.0,0.0,5,0,5,5,1,1,1,1,1,1,3,2,3,3,1,1,1
98886389,1,0,39.0,0,0,2353,0.0,0.0,0,1,0,0,2,3,3,3,3,3,3,2,1,3,1,1,1
98811153,1,0,33.0,0,0,2695,9.0,1.0,4,1,1,4,3,3,3,3,3,1,0,1,0,3,3,1,1
98857321,1,0,23.0,0,0,3148,119.0,109.0,3,1,5,0,2,3,3,3,3,5,5,0,4,0,3,0,0
98882278,1,0,52.0,1,1,2143,3.0,14.0,4,0,0,4,2,4,4,4,4,4,4,3,5,0,4,0,0
98878622,1,0,14.0,1,1,1585,0.0,0.0,0,1,3,0,2,4,0,4,4,0,0,2,1,3,4,0,0
98886783,1,0,53.0,1,0,359,0.0,0.0,0,0,1,0,2,4,3,3,5,5,3,4,0,5,0,0,0
98888642,0,0,36.0,0,0,2890,0.0,0.0,4,1,4,0,3,3,5,1,3,3,3,2,3,3,4,1,1
98867562,1,0,40.0,1,1,4161,0.0,0.0,2,0,5,5,1,5,3,3,3,3,5,3,3,0,3,1,1
98863481,0,0,56.0,0,1,382,0.0,0.0,3,0,3,3,0,0,3,0,3,3,3,2,3,3,0,0,1
98851965,1,0,56.0,0,1,1705,0.0,0.0,3,0,5,5,1,3,3,3,3,1,0,1,0,0,3,1,1
98831346,1,0,68.0,1,1,1398,22.0,9.0,0,1,1,0,2,1,0,1,1,0,3,1,3,1,1,0,0
98847969,1,0,37.0,1,1,1634,3.0,37.0,0,0,1,0,2,5,0,5,5,3,1,1,1,3,5,0,0
98814680,1,0,40.0,0,1,2399,0.0,0.0,5,0,0,5,1,3,5,3,3,4,3,4,4,5,3,0,0
98866389,0,0,58.0,1,1,402,0.0,0.0,1,0,1,1,4,3,3,3,3,0,0,2,1,1,3,1,1
98854616,1,0,20.0,0,0,3244,0.0,0.0,0,0,0,0,2,0,0,0,0,4,4,2,4,4,0,1,0
98816325,0,0,69.0,0,1,408,1.0,8.0,5,0,0,4,3,4,4,4,5,5,5,4,3,5,3,0,0
98867429,1,0,41.0,0,0,2157,43.0,48.0,0,0,0,0,2,4,1,1,1,1,1,1,3,1,1,1,1
98812679,1,0,42.0,0,0,2760,11.0,1.0,1,0,1,1,4,4,1,1,3,3,3,2,1,3,3,1,1
98861183,0,0,7.0,1,1,1722,0.0,0.0,3,1,2,3,2,0,3,0,0,1,1,1,3,3,0,0,0
98871522,0,0,57.0,0,0,3802,0.0,21.0,4,0,0,0,2,3,4,4,4,3,4,3,3,4,0,0,0
98815523,0,0,46.0,0,0,2602,0.0,0.0,0,1,0,0,2,1,3,1,1,1,1,1,0,1,3,1,1
98803428,0,0,50.0,0,0,3165,0.0,0.0,1,1,0,1,4,4,5,5,1,1,1,2,4,1,4,1,1
98826455,1,1,28.0,0,1,2744,44.0,46.0,4,1,0,4,2,5,4,5,5,0,0,0,4,0,5,0,0
98852042,0,0,42.0,0,1,1067,0.0,0.0,3,1,0,0,2,1,0,3,3,3,3,2,0,3,1,1,1
98854737,0,0,39.0,0,0,2607,15.0,3.0,5,1,5,5,1,1,5,4,1,1,1,1,4,1,4,1,1
98802477,1,0,37.0,0,0,1491,7.0,0.0,0,0,0,0,2,0,3,3,0,3,0,0,0,0,0,1,0
98847832,1,0,36.0,0,0,2107,0.0,0.0,0,0,0,0,2,4,1,1,3,3,1,2,3,3,3,1,1
98879432,0,1,23.0,0,1,1174,31.0,34.0,5,0,5,5,2,1,5,1,1,0,3,0,3,3,1,0,0
98846947,0,0,37.0,0,0,3509,35.0,33.0,2,0,0,2,0,4,3,3,5,5,5,4,0,5,1,1,1
98854821,0,0,39.0,0,0,404,0.0,0.0,4,1,4,4,3,3,0,1,3,3,3,2,1,3,5,1,1
98802662,0,0,8.0,1,1,2413,3.0,0.0,1,1,1,1,4,3,1,3,1,1,1,1,0,1,0,1,1
98846718,1,0,51.0,0,0,2208,134.0,114.0,0,0,0,0,2,1,1,1,1,1,1,1,1,3,1,1,1
98864251,1,0,58.0,1,1,2256,2.0,0.0,5,1,3,5,0,0,5,3,0,3,3,2,1,3,0,0,0
98864342,0,0,41.0,0,0,559,20.0,23.0,5,1,5,0,1,3,3,3,3,3,3,2,1,3,1,1,1
98808684,1,0,45.0,1,1,1813,0.0,0.0,0,1,4,0,0,4,0,4,4,3,1,2,3,3,4,0,0
98815028,0,0,46.0,1,1,635,58.0,43.0,0,1,0,0,2,0,3,3,1,1,1,1,0,1,0,1,1
98824206,0,0,63.0,0,0,2663,0.0,0.0,0,1,1,0,2,4,3,1,3,3,3,2,3,3,1,1,1
98839362,1,1,17.0,0,1,1314,0.0,0.0,3,0,1,3,2,3,3,3,3,3,0,2,0,1,3,1,1
98867574,1,0,37.0,0,1,2746,0.0,0.0,4,1,1,1,4,4,4,4,4,4,0,3,4,4,4,0,0
98840635,0,0,27.0,1,1,2750,14.0,24.0,3,1,0,0,2,3,3,3,3,3,3,2,1,4,3,1,1
98824760,0,1,50.0,0,0,2092,0.0,0.0,4,0,4,4,2,1,4,1,1,3,0,1,3,1,1,1,0
98871264,0,0,54.0,0,1,388,0.0,19.0,5,1,1,1,4,4,5,5,5,5,5,4,4,5,5,0,0
98874220,0,0,47.0,0,1,498,0.0,0.0,3,1,4,3,0,3,3,0,3,3,3,2,0,3,3,1,1
98874593,1,0,45.0,0,0,295,0.0,7.0,0,1,0,0,2,4,1,3,3,3,3,2,0,3,1,1,1
98809011,1,0,27.0,0,0,3848,19.0,17.0,4,1,0,0,2,4,4,4,4,4,0,0,5,3,4,0,0
98862204,0,0,53.0,0,0,387,20.0,21.0,0,1,0,0,2,0,1,3,3,3,3,2,1,3,1,1,1
98802500,1,0,57.0,0,0,3789,2.0,0.0,4,0,1,4,3,0,1,3,1,1,1,1,1,1,3,1,1
98808301,0,0,70.0,1,1,335,59.0,57.0,3,1,0,0,2,3,3,0,3,5,5,3,4,3,3,1,1
98890474,0,0,56.0,0,0,516,0.0,12.0,3,1,0,0,2,1,0,0,3,3,0,2,0,3,5,0,0
98880618,1,0,41.0,1,1,1987,0.0,0.0,0,1,1,2,1,0,2,0,0,0,0,1,3,3,0,0,0
98892486,1,0,43.0,0,0,2460,37.0,44.0,5,1,5,5,1,5,4,1,3,3,1,2,3,3,1,1,1
98862764,1,1,24.0,0,1,1482,0.0,0.0,4,0,1,4,2,5,4,5,5,0,3,2,0,3,5,0,0
98833150,1,0,58.0,0,0,330,0.0,7.0,5,1,5,5,1,3,3,1,1,1,3,1,1,1,1,1,1
98831123,0,0,43.0,1,1,661,1.0,13.0,3,1,3,3,0,3,3,1,3,3,3,2,0,3,3,1,1
98804430,1,0,55.0,1,1,2337,0.0,0.0,4,0,3,4,2,0,4,0,0,3,0,2,0,1,0,0,0
98856317,0,0,11.0,1,1,1583,0.0,0.0,4,0,4,4,3,4,3,1,0,0,0,0,0,0,3,1,1
98812142,0,0,36.0,0,0,3628,0.0,0.0,2,1,2,2,4,5,5,1,4,4,4,3,0,4,4,1,1
98876664,0,0,44.0,0,1,1756,0.0,0.0,0,0,4,1,3,0,5,4,3,3,0,2,5,3,5,0,0
98887846,1,1,23.0,0,0,1781,0.0,0.0,1,1,1,1,4,1,1,1,1,0,4,1,3,1,1,1,1
98862378,0,0,40.0,0,1,1265,0.0,0.0,1,0,4,4,3,1,1,1,1,3,3,3,5,0,1,1,1
98825630,0,0,34.0,1,1,2728,0.0,0.0,4,1,4,4,3,0,1,1,1,1,1,1,0,1,0,1,1
98815045,0,0,61.0,0,0,354,15.0,8.0,4,0,4,0,3,1,5,5,0,0,3,0,4,0,3,1,1
98838966,0,0,51.0,0,0,3203,0.0,13.0,4,0,5,4,1,4,0,0,4,3,4,3,3,4,5,0,0
98881185,1,0,52.0,1,1,2173,2.0,0.0,2,0,3,2,3,5,2,5,5,1,3,1,1,3,5,1,1
98873259,0,1,29.0,0,1,2068,5.0,0.0,4,0,4,0,0,0,4,1,0,5,3,0,4,0,0,0,0
98831609,1,0,21.0,1,1,1295,0.0,0.0,4,1,1,4,1,5,4,5,5,3,3,1,3,3,5,0,0
98841598,1,0,53.0,0,0,3867,26.0,15.0,2,1,1,2,0,3,3,1,3,3,3,2,0,3,1,1,1
98826176,1,0,35.0,1,1,1230,9.0,0.0,5,0,3,5,0,4,5,4,4,0,3,2,0,3,4,0,0
98839157,0,0,54.0,0,0,435,0.0,0.0,0,1,0,1,2,1,3,1,1,1,1,1,1,1,3,1,1
98803620,1,0,46.0,0,1,1269,0.0,0.0,3,0,3,3,0,1,3,1,1,4,5,2,1,3,1,1,1
98803381,1,0,58.0,1,1,1800,0.0,0.0,3,0,0,3,0,4,3,3,4,0,1,1,5,0,4,0,0
98874523,0,0,56.0,0,1,387,0.0,0.0,4,0,1,1,4,3,3,0,0,0,4,0,3,0,3,0,0
98834415,0,0,54.0,0,0,1732,4.0,0.0,0,1,0,0,2,3,3,1,1,1,1,1,1,1,3,1,1
98859693,1,0,52.0,0,0,2088,7.0,9.0,2,1,0,2,2,4,1,3,4,4,4,3,0,4,1,1,1
98828343,0,0,42.0,0,0,3809,9.0,7.0,3,1,3,3,0,1,3,1,0,0,0,0,0,0,0,1,1
98832068,1,0,20.0,1,1,1599,1.0,19.0,0,1,4,0,2,3,0,3,3,5,3,0,5,3,3,0,0
98838870,1,1,43.0,0,0,3197,36.0,27.0,0,1,0,0,0,4,0,4,4,0,3,2,1,1,4,0,0
98869344,0,0,13.0,1,1,2285,0.0,0.0,3,1,1,3,1,5,3,5,5,3,3,4,3,5,5,0,0
98868630,1,0,33.0,1,1,1819,21.0,8.0,0,1,0,0,0,0,0,0,0,1,4,2,1,1,0,0,0
98862630,1,0,9.0,1,1,2820,0.0,0.0,3,0,0,3,2,3,3,3,3,4,3,2,3,3,3,0,0
98806507,1,0,15.0,1,1,1472,0.0,0.0,4,1,1,4,4,4,4,4,4,5,1,1,3,0,4,0,0
98817973,0,0,52.0,1,1,955,15.0,21.0,3,0,3,3,0,0,0,1,3,3,1,0,1,3,4,1,1
98825090,1,0,54.0,1,1,2065,0.0,0.0,4,0,1,4,2,5,4,5,5,1,4,2,1,3,5,0,0
98838308,0,0,43.0,0,0,1666,22.0,15.0,5,0,5,5,1,3,1,1,3,3,3,2,3,3,3,1,1
98862034,1,0,30.0,0,0,4523,0.0,0.0,1,0,1,1,4,1,1,1,1,1,3,2,3,3,1,1,1
98804590,1,0,18.0,0,1,2168,0.0,0.0,3,0,5,5,1,3,3,5,3,0,1,2,4,0,3,0,0
98828902,0,0,25.0,0,0,3387,0.0,0.0,4,0,4,4,3,3,3,3,3,5,1,4,5,3,3,1,1
98824924,1,0,33.0,0,0,2385,1.0,0.0,4,0,4,3,3,3,3,3,3,1,4,2,4,0,3,1,1
98866633,0,1,18.0,0,1,1743,35.0,26.0,4,0,0,4,2,0,4,0,0,4,3,0,3,3,0,0,0
98891907,1,0,28.0,0,0,1919,1.0,0.0,4,1,4,4,3,1,3,1,1,3,0,1,3,1,1,1,1
98808835,1,0,44.0,0,0,2852,0.0,11.0,0,1,0,0,2,0,1,3,1,1,1,1,4,1,5,1,1
98872479,0,0,59.0,0,0,1916,0.0,0.0,5,1,5,5,1,3,1,1,1,1,1,1,3,1,0,1,1
98832773,0,0,56.0,1,1,555,80.0,60.0,3,0,5,5,1,5,5,0,3,3,3,2,3,3,1,1,1
98800919,0,0,44.0,0,1,1551,13.0,1.0,0,0,1,1,4,1,0,3,0,3,0,0,0,0,4,0,0
98876812,1,1,20.0,0,0,2126,41.0,16.0,2,0,0,2,2,5,2,5,5,0,0,2,0,1,5,1,1
98858758,1,0,74.0,0,0,261,2.0,11.0,4,1,4,4,3,4,3,3,4,4,4,3,3,4,5,0,0
98884196,0,0,22.0,1,1,2051,0.0,17.0,0,1,0,0,0,0,0,5,0,5,1,4,0,4,0,0,0
98822711,0,0,32.0,0,0,1781,0.0,0.0,0,0,0,0,2,1,1,1,1,3,0,1,1,3,1,1,1
98837299,1,0,53.0,0,0,1664,14.0,5.0,5,1,5,5,1,4,3,3,3,3,3,2,0,3,0,1,1
98862845,0,0,67.0,1,1,593,9.0,7.0,2,0,2,2,2,1,0,0,1,1,5,2,0,1,1,1,1
98841076,0,0,37.0,0,0,2639,33.0,29.0,0,1,1,0,4,1,4,5,0,0,3,0,0,0,4,0,0
98869345,0,0,55.0,0,0,2286,0.0,0.0,3,1,1,3,0,1,3,1,1,1,1,1,1,1,1,1,1
98861252,0,0,38.0,0,0,2411,1.0,0.0,5,0,0,1,4,4,4,3,5,5,5,4,5,5,4,0,0
98849360,1,0,55.0,0,0,2758,95.0,97.0,1,1,0,1,4,0,1,1,1,1,1,1,3,1,0,1,1
98842917,0,0,74.0,0,1,208,0.0,0.0,1,0,5,5,1,5,0,4,1,1,1,1,1,1,4,1,1
98819499,0,0,32.0,0,0,1229,0.0,0.0,4,1,3,3,0,5,5,4,5,5,5,2,3,3,5,0,0
98849064,1,0,52.0,0,0,1988,0.0,0.0,3,0,3,3,0,0,1,3,3,3,3,2,3,3,0,1,1
98851702,1,1,24.0,0,1,1773,10.0,4.0,2,1,2,2,3,3,2,3,3,1,1,1,0,1,3,1,1
98819473,1,0,26.0,1,1,1299,23.0,34.0,0,0,3,0,3,5,0,5,5,1,4,4,3,4,5,0,0
98879477,0,0,24.0,0,0,2133,0.0,6.0,5,1,5,5,1,3,3,3,3,1,0,2,1,3,3,1,1
98811006,1,1,24.0,0,1,2161,0.0,0.0,5,1,3,5,2,4,5,4,4,3,1,2,0,3,4,0,0
98826779,0,0,26.0,0,0,1703,0.0,0.0,4,1,4,4,3,3,3,3,3,3,1,1,1,3,3,1,1
98886107,0,0,27.0,1,1,3557,0.0,0.0,2,1,5,2,2,1,3,0,0,0,2,0,3,0,3,1,1
98840997,0,0,60.0,0,0,2439,0.0,0.0,4,1,4,4,3,1,3,3,3,3,3,2,0,3,3,1,1
98805931,1,0,29.0,0,0,2063,0.0,0.0,5,0,5,3,1,3,3,3,3,0,0,1,0,1,3,1,1
98802806,0,0,11.0,1,1,2632,6.0,0.0,1,1,1,1,4,1,3,3,1,1,1,1,3,1,1,1,1
98884921,1,1,24.0,0,1,1824,0.0,0.0,3,0,1,3,3,4,3,4,4,3,1,4,1,1,4,1,1
98888078,1,1,26.0,0,1,1891,73.0,72.0,0,0,5,0,2,1,0,1,1,0,0,0,5,3,1,0,0
98807060,0,0,52.0,0,0,1494,0.0,1.0,5,0,5,3,1,1,3,3,1,3,1,1,0,1,0,1,1
