Sales,CategoryName,Profit_Ratio,Discount,Quantity,Order_Profit ,Product_type,Prod_Category_Id,ProductLength,ProductWeight,Dispatched,Scheduled_Shipping,Delivery_Review,Session_Ordered,WeekdayOrder,Cust_State_Encoded,Customer_Category_Encoded,Transcation_Encoded,Shipping_Class_Encoded,Warehouse_Region_Encoded,Order_zone_Encoded,y_pred,y_act,OrderId
160,43,0.25,0.12,1,3567.14,1,48,194,14248,0,4,3,1,0,8,2,2,3,4,4,0,0,2416852
309,11,0.47,0.01,5,2047.42,0,17,49,342,1,2,4,1,1,3,1,3,3,4,4,0,0,2404013
374,25,0.28,0.02,1,7933.3,1,45,21,2135,0,5,3,3,0,13,0,1,3,2,2,1,1,2429592
269,11,0.01,0.1,4,45.29,0,17,80,1756,1,5,4,1,1,9,1,3,3,2,2,1,1,2351642
132,22,0.25,0.21,4,697.1,1,29,140,2118,0,4,3,2,1,15,0,3,3,2,2,0,0,2346470
277,4,0.48,0.12,1,10285.71,0,43,207,39611,0,3,4,2,0,16,1,2,3,3,3,0,0,2345626
180,13,0.1,0.21,1,1545.83,0,76,66,1349,0,4,3,1,0,5,0,2,0,3,3,1,0,2383867
115,3,0.28,0.18,1,2625.06,0,18,174,2428,0,6,5,2,0,4,1,1,3,2,4,1,1,2432443
111,45,0.47,0.19,2,1632,0,46,129,3767,0,6,3,3,0,14,0,2,3,3,1,1,0,2484181
119,22,-0.31,0.21,4,-881.01,0,29,128,1825,0,3,3,1,0,2,1,2,3,0,2,0,0,2356087
31,10,0.38,0.16,1,782.31,1,26,77,1161,0,3,4,2,1,0,1,1,3,0,3,0,0,2386929
262,33,0.11,0.01,5,408.78,0,24,79,206,0,2,1,1,1,8,2,2,3,0,3,0,0,2506472
244,43,0.35,0.03,1,4946.48,1,48,174,1963,1,2,2,3,1,17,0,1,3,2,2,0,0,2397748
169,43,-0.24,0.06,1,-3410.62,1,48,57,49,0,3,3,1,0,4,0,2,3,1,2,0,0,2414760
246,11,0.02,0.19,5,88.15,1,17,190,1616,1,3,2,3,0,0,0,2,3,3,1,0,0,2350737
94,11,0.35,0.16,1,1534.37,0,17,87,1558,1,0,3,2,1,12,0,1,2,0,0,0,0,2361330
187,33,0.34,0.06,3,1214.07,0,24,99,39345,1,6,3,1,1,16,0,2,3,1,1,1,0,2469862
201,13,0.35,0.01,1,5411.22,1,76,155,3702,0,3,4,3,1,1,0,2,3,3,4,0,0,2362468
167,45,0.44,0.06,4,1604.81,0,46,78,1298,1,4,3,1,0,0,0,1,3,2,2,0,0,2447543
227,11,0.35,0.21,4,1514.79,0,17,60,1734,0,4,3,2,0,9,2,3,3,2,0,0,0,2372648
421,25,0.5,0,1,14180.5,0,45,47,1807,0,2,4,2,0,16,0,2,3,4,0,0,0,2494112
170,33,0.1,0.21,3,359.2,1,24,188,37773,1,3,5,2,1,0,0,2,3,0,1,0,0,2470170
94,11,0.26,0.18,1,1136.5,0,17,113,3211,0,4,3,2,0,11,0,1,3,3,3,0,0,2430164
361,25,0.35,0.04,1,9945.5,1,45,146,3691,0,3,4,2,0,14,0,1,2,2,2,1,1,2361426
128,45,0.48,0.06,2,1709.41,0,46,19,1981,1,2,2,3,0,7,1,3,0,0,0,1,0,2485859
154,13,0.34,0.19,1,5188.16,0,76,52,1653,0,5,4,1,0,17,0,2,1,3,1,1,1,2406527
355,25,-0.32,0.06,1,-9112.05,0,45,196,41997,0,3,4,2,1,5,1,2,3,3,2,0,0,2487460
234,4,0.5,0.25,1,10642.57,0,43,26,372,0,5,2,2,0,12,2,3,1,0,1,1,0,2510769
167,43,0.1,0.12,1,1418.83,1,48,36,989,0,4,3,2,0,2,0,3,0,3,0,1,0,2421717
49,11,0.47,0.04,1,2047.71,0,17,51,1470,0,4,5,3,1,14,1,2,3,0,2,0,0,2381986
78,19,0.5,0.13,4,505.99,1,36,169,1765,1,5,3,3,1,0,2,2,3,4,0,1,0,2373508
134,11,0.24,0.07,2,1031.68,1,17,198,1390,0,4,3,2,0,6,0,2,3,0,4,0,0,2436902
201,43,0.32,0.16,1,4538.9,0,48,133,2212,1,5,3,1,0,5,1,2,1,2,1,1,1,2403065
318,4,0.26,0.03,1,5531.37,1,43,111,3197,1,3,5,2,0,6,0,2,3,0,0,0,0,2424377
216,45,0.38,0.06,4,1319.62,0,46,99,8839,1,2,4,2,0,7,0,1,3,1,0,0,0,2453614
32,35,0.35,0.25,1,1012.95,0,75,58,1658,0,5,4,3,0,14,0,2,3,3,0,1,1,2362973
81,16,-0.77,0.18,1,-2389.3,1,6,64,159,0,4,1,2,0,3,0,0,3,3,3,0,0,2515467
180,47,0.25,0.12,2,1789.06,1,9,160,2586,0,3,3,1,1,10,2,2,1,3,0,1,0,2439500
164,33,0.34,0.13,3,1250.54,1,24,101,2316,0,3,4,2,0,14,1,0,1,0,0,1,0,2349346
339,47,0.02,0.01,3,146.29,1,9,90,1889,1,3,4,1,1,12,0,3,1,0,3,1,1,2460765
105,33,0.06,0.16,2,212.69,1,24,31,163,1,6,4,1,0,16,2,1,1,2,2,1,1,2520826
293,4,0.11,0.12,1,2336.17,0,43,203,3232,1,5,2,2,1,6,0,1,1,3,3,1,1,2378665
123,3,0.24,0.25,1,2199.38,1,18,23,865,0,5,3,2,0,6,1,0,3,4,0,1,0,2367396
147,45,0.35,0.16,4,1292.17,0,46,90,1610,0,6,4,2,1,0,0,3,3,3,2,1,0,2483976
130,3,0.29,0.18,1,2707.85,1,18,79,1454,0,6,4,3,1,6,2,2,1,3,0,1,0,2439268
150,11,0.26,0.01,2,1106,0,17,178,2880,0,5,3,3,1,10,2,1,3,2,3,1,0,2347957
100,41,0.29,0.21,1,2778.96,0,30,136,3114,0,3,4,1,1,14,2,2,3,2,2,0,0,2393571
143,22,0.35,0.1,5,734.61,1,29,102,2124,0,2,4,3,0,8,1,2,1,3,1,0,0,2391546
111,33,0.35,0.18,3,1243.49,0,24,89,1383,1,5,5,1,0,9,1,2,1,0,2,1,0,2381416
404,25,0.48,0.1,1,13634.73,1,45,192,38677,1,6,3,1,1,14,2,3,3,3,2,1,0,2495200
315,25,0.42,0.19,1,11991.18,0,45,62,731,0,2,4,3,1,0,0,1,2,3,3,1,0,2466470
213,11,0.48,0.21,4,2116.33,1,17,204,31158,0,6,4,3,0,9,1,2,3,0,2,1,1,2356029
173,33,0.28,0.03,4,1026.3,0,24,146,1622,0,3,4,2,0,9,0,2,1,2,2,1,0,2353533
101,45,0.44,0.1,2,1607.95,0,46,198,2774,1,3,4,1,0,17,1,1,3,2,4,0,0,2448274
307,34,-0.03,0.01,1,-556.61,1,71,108,1362,0,3,3,1,1,6,2,2,3,3,3,0,0,2490737
175,33,0.35,0,3,1243.04,1,24,33,161,0,6,1,2,1,12,0,3,3,2,1,1,1,2503224
376,25,-1.5,0.19,1,-42681.89,0,45,108,3687,0,2,4,1,1,10,2,0,1,0,4,0,0,2404484
173,34,0.44,0.01,1,8163.83,0,71,140,1664,1,6,4,2,1,6,1,1,3,3,4,1,1,2432847
149,11,-0.03,0.1,2,-130.08,1,17,54,721,0,6,2,3,1,7,1,2,3,1,2,1,0,2350215
403,25,-0.21,0,1,-5983.25,1,45,43,854,0,5,5,1,1,2,2,3,3,3,4,1,0,2372078
197,13,0.35,0.13,1,5335.55,0,76,174,1145,0,6,5,3,0,4,0,2,1,3,4,1,1,2345092
231,4,-0.13,0.19,1,-2763.52,0,43,202,2810,0,5,4,2,1,0,1,3,3,2,2,1,0,2465567
101,11,0.06,0.06,2,262.25,1,17,29,229,1,2,1,1,1,7,2,1,3,2,4,0,0,2509086
119,22,-0.07,0.16,4,-202.97,0,29,90,366,0,2,3,1,0,10,2,3,0,2,1,1,0,2510367
109,33,0.29,0.25,3,1012.69,0,24,143,1601,1,6,4,1,0,6,1,2,3,2,3,1,0,2409061
346,25,0.35,0.21,1,9990.02,0,45,28,114,0,5,2,2,0,0,0,1,1,2,2,1,0,2486715
344,4,0.45,0.1,1,9568.15,0,43,64,330,0,5,3,2,0,4,2,1,3,0,1,1,1,2344494
81,35,0.26,0.07,1,745.69,0,75,86,12,0,5,5,2,1,9,2,0,1,3,1,1,0,2404579
279,45,0.34,0,5,1184.79,1,46,165,3593,1,2,4,1,1,8,0,2,3,3,2,0,0,2472472
219,33,0.34,0.06,4,1245.25,1,24,125,1809,0,4,3,2,1,14,2,2,0,2,4,1,0,2438471
93,45,0.41,0.13,2,1479.03,0,46,116,3063,1,4,2,3,0,9,0,2,3,0,2,0,0,2446609
258,45,0.18,0.03,5,666.23,0,46,159,3430,1,4,4,2,1,3,1,2,3,4,0,0,0,2442907
178,45,-0.01,0.06,3,-34.68,1,46,88,1640,0,6,4,3,1,14,1,0,3,4,0,1,0,2441699
256,4,0.08,0.16,1,1702.49,1,43,88,494,0,2,2,1,1,3,1,2,0,3,0,1,1,2368211
141,47,-0.13,0.07,1,-937.35,0,9,191,1964,1,4,4,1,0,11,0,1,3,2,4,0,0,2468462
145,45,0.48,0.01,2,1694.85,0,46,155,3319,0,6,5,2,0,12,1,1,3,0,3,1,1,2419291
141,11,0.35,0.07,2,1536.67,1,17,86,1662,0,2,3,2,0,12,1,1,3,0,2,0,0,2388278
211,33,0.45,0.19,4,1563.48,0,24,28,23,1,2,3,1,1,0,1,1,0,2,0,1,1,2370302
128,3,0.47,0.16,1,4366.66,0,18,87,1824,0,5,4,2,1,11,1,1,1,2,2,1,1,2371023
331,25,0.47,0.18,1,13379.25,1,45,121,3594,0,4,4,2,1,3,0,2,0,2,2,1,1,2383679
193,11,0.26,0.06,3,1123.08,0,17,39,1666,0,2,4,1,0,0,1,0,0,2,4,1,1,2345323
142,3,-0.06,0.21,1,-558.52,0,18,71,673,1,4,4,2,0,0,1,2,3,4,1,0,0,2350036
254,13,0.38,0.02,1,5808.68,0,76,55,335,0,4,4,2,1,17,0,2,3,3,2,0,0,2435066
119,11,0.31,0.18,2,1320.81,0,17,53,63,1,2,5,2,0,3,0,3,3,0,1,0,0,2476685
302,4,0.32,0.07,1,6838.36,0,43,130,3784,0,2,4,2,1,16,0,2,1,1,2,0,0,2405450
31,35,0.5,0.04,1,1421.34,0,75,80,2918,1,2,4,3,1,13,1,1,2,3,0,1,1,2370567
366,25,0.29,0.19,1,8223.25,0,45,76,1372,0,2,4,2,0,3,0,1,2,1,4,1,0,2487848
129,3,0.5,0.11,1,4625.72,1,18,27,2024,1,2,5,3,1,17,1,3,2,0,2,1,1,2412895
99,19,0.26,0.13,4,383.85,0,36,191,2023,0,2,5,1,1,15,0,3,0,3,0,1,0,2498483
170,33,0.38,0.03,3,1380.27,0,24,84,203,0,4,3,3,0,6,0,2,0,4,2,1,0,2384810
180,11,0.32,0.16,3,1397.14,0,17,127,1046,1,2,5,3,0,6,1,1,0,0,0,1,0,2410360
119,33,0.24,0.21,2,843.06,0,24,174,3056,0,4,3,3,0,0,0,2,3,4,3,0,0,2364179
80,33,0.35,0.21,2,1256.96,0,24,198,1330,0,0,3,2,0,9,0,2,2,2,2,0,0,2385998
123,3,0.37,0.04,1,3410.46,1,18,41,954,0,4,4,2,1,7,0,2,3,2,3,0,0,2425138
136,3,0.29,0.19,1,2706.93,1,18,103,2789,0,4,5,1,0,8,1,1,3,0,0,0,0,2386857
92,3,-0.19,0.16,1,-1762.7,0,18,36,1427,0,4,4,1,0,10,1,3,3,2,1,0,0,2427189
157,11,-1.5,0.03,2,-6596.15,0,17,171,22728,0,3,4,2,1,16,0,1,3,0,0,0,0,2495735
106,19,0.28,0.21,5,312.04,0,36,60,206,0,4,3,1,1,14,1,0,0,0,4,1,1,2373611
138,45,-0.24,0.1,2,-879.33,0,46,102,2355,0,6,4,2,1,7,0,3,3,1,0,1,1,2440433
571,17,-0.04,0.07,1,-1699.27,0,11,42,902,0,4,3,2,0,17,0,2,3,0,1,0,0,2423649
76,47,0.08,0.12,1,568.63,1,9,124,3381,0,3,2,1,1,2,2,3,1,4,3,1,0,2353015
291,4,-0.21,0.19,1,-4495.15,0,43,81,10,0,5,4,2,0,5,1,2,3,1,3,1,1,2391771
206,43,0.19,0.06,1,2689.6,0,48,199,2485,0,4,4,1,0,10,0,3,3,2,2,0,0,2417369
143,22,0.26,0.06,4,737.61,0,29,84,40938,1,5,4,2,1,12,1,1,3,2,3,1,0,2411201
55,22,0.08,0.21,1,223.91,0,29,20,158,0,6,2,2,1,13,0,0,1,3,3,1,1,2357964
158,43,-0.06,0.18,1,-844.47,1,48,78,912,0,3,4,2,0,4,1,0,3,2,4,0,0,2403750
188,22,0.16,0.1,4,453.89,1,29,60,1844,0,2,2,1,1,16,0,3,1,3,2,0,0,2461206
224,33,0.11,0.01,4,389.77,0,24,54,181,0,6,3,3,1,4,1,2,3,2,0,1,1,2409448
73,47,0.35,0.12,1,2512.66,0,9,141,2481,1,3,4,1,0,0,1,3,3,2,0,0,0,2427375
95,33,0.32,0.06,2,1144.72,0,24,182,9554,1,2,5,2,1,9,1,3,3,4,4,0,0,2466309
538,47,0.26,0.01,5,1842.04,1,9,60,490,1,6,4,3,1,13,2,3,1,2,0,1,1,2511410
98,3,0.45,0.18,1,4193.82,1,18,53,1183,1,2,4,2,0,1,0,1,2,2,4,1,1,2400920
221,45,0.28,0.06,5,987.27,1,46,31,1609,0,6,2,2,0,14,0,2,1,2,4,1,0,2455803
161,43,0.29,0.16,1,4134.39,1,48,97,1506,0,3,5,1,0,7,0,1,3,0,0,0,0,2445573
120,45,0.35,0.03,3,1278.46,0,46,23,2015,0,4,3,1,0,4,2,2,3,2,1,0,0,2447618
94,3,-0.25,0.1,1,-2303.37,0,18,103,1372,0,4,2,3,1,9,0,2,0,3,0,1,1,2383838
187,45,0.47,0.04,3,1738.43,1,46,76,372,0,4,1,2,1,4,2,0,3,0,4,0,0,2519321
59,11,-1.65,0.03,1,-7010,0,17,154,35286,1,2,5,1,0,15,1,1,2,2,4,1,0,2410570
121,45,0.08,0.02,2,283.89,0,46,60,125,1,0,3,3,1,7,0,3,2,2,2,0,0,2520479
161,45,-0.31,0.04,3,-1116.22,1,46,129,2844,0,4,3,2,0,4,0,1,0,0,0,1,0,2418740
152,3,-0.21,0.07,1,-1966.76,1,18,44,326,0,5,1,2,0,8,2,2,3,2,3,1,0,2504243
351,25,0.38,0.07,1,10831.72,1,45,34,1052,0,2,4,1,1,8,0,3,3,1,4,0,0,2489262
56,28,0.26,0.16,1,214.61,0,61,42,103,0,3,5,2,0,8,1,2,3,3,0,0,0,2345881
388,25,-0.13,0.06,1,-3684.19,1,45,39,347,1,2,2,2,0,2,0,1,0,3,2,1,1,2521882
79,44,0.08,0.21,1,268.68,0,13,204,34974,0,3,3,1,1,12,0,3,3,3,4,0,0,2475415
140,3,0.34,0.18,1,3180.46,0,18,169,1884,1,4,3,1,0,9,2,2,3,0,1,0,0,2490224
62,33,0.25,0.16,1,923.8,1,24,106,2418,0,2,3,3,0,13,0,3,0,0,3,1,0,2497529
111,47,0,0.12,1,1.37,1,9,145,3135,0,6,3,2,1,1,0,1,3,0,4,1,0,2467932
313,0,0.45,0.04,1,10476.44,0,73,55,1969,0,3,4,3,0,5,2,2,0,3,4,1,1,2342777
58,33,0.28,0.16,1,1024.77,0,24,45,695,0,3,3,1,0,5,0,2,3,2,2,0,0,2425620
160,11,-0.07,0.16,3,-292.94,0,17,154,5508,0,6,4,2,1,5,0,3,1,0,1,1,1,2460785
277,4,0.34,0.03,1,7265.98,0,43,162,38258,1,4,2,3,0,8,0,3,1,2,4,1,0,2459989
119,3,-0.5,0.1,1,-4675.89,1,18,101,1115,0,5,3,3,0,12,0,1,1,0,3,1,1,2378014
134,3,0.47,0.11,1,4353.82,0,18,77,1203,1,4,3,3,1,0,1,0,1,2,4,1,1,2359620
177,33,0.35,0.18,4,1259.04,1,24,30,143,0,3,2,3,0,13,0,3,3,0,1,0,0,2503566
137,3,-1.65,0.11,1,-15289.87,0,18,107,1001,1,3,3,3,0,8,2,0,3,1,4,0,0,2482108
134,33,0.16,0.16,3,576.03,0,24,77,992,0,2,4,1,0,10,1,1,0,3,0,1,0,2410395
84,45,0.37,0.07,2,1311.48,0,46,144,2379,0,4,2,3,0,6,0,3,3,2,2,0,0,2446708
383,25,0.35,0.02,1,9946.43,1,45,84,2745,0,4,3,3,0,12,0,0,1,2,2,1,0,2480280
142,3,0.45,0.11,1,4182.25,0,18,171,18444,1,3,3,3,0,1,0,1,3,4,4,0,0,2495541
217,22,0.28,0.16,5,811.28,1,29,65,134,1,3,4,3,0,3,2,3,3,3,1,0,0,2513784
278,4,0.35,0.16,1,7500.08,1,43,24,1873,1,3,3,2,1,1,2,0,3,2,3,0,0,2482264
30,12,0.21,0.1,1,360.37,1,40,71,1045,1,2,4,2,1,2,0,3,1,2,1,0,0,2499258
59,22,0.35,0.16,2,1026.32,1,29,66,248,0,5,1,1,1,3,0,0,3,2,4,1,1,2515888
191,43,0.35,0.06,1,4952.02,0,48,90,3171,0,3,4,2,0,15,0,2,3,1,1,0,0,2414616
257,11,0.03,0.12,4,131.92,0,17,90,455,0,2,4,3,0,6,2,3,3,3,3,0,0,2513474
442,25,0.29,0.02,1,8251.68,1,45,31,1932,0,2,2,2,0,0,1,1,1,0,0,0,0,2370912
302,11,0.1,0.11,5,437.71,1,17,85,220,0,0,1,1,1,4,0,2,2,2,2,0,0,2518606
97,41,0.42,0.03,1,2942.89,1,30,84,22457,1,2,4,1,1,1,0,2,0,0,3,1,1,2393645
99,3,0.34,0.11,1,3130.43,0,18,44,1252,0,0,2,1,0,4,2,0,2,1,3,0,0,2404357
125,47,0.19,0.13,1,1355.18,0,9,29,67,0,3,3,3,0,17,1,1,1,4,2,1,0,2411057
231,33,0.08,0,4,284.8,1,24,89,2105,1,3,3,1,0,11,1,2,3,2,0,0,0,2356214
34,48,0.37,0.1,1,397.51,0,41,13,1690,0,5,4,2,0,17,1,2,3,3,2,1,0,2383079
147,45,-0.22,0.03,3,-772.41,1,46,23,1032,1,5,4,1,1,17,1,0,3,2,2,1,1,2455462
110,3,0.45,0.18,1,4185.34,0,18,114,1348,0,3,4,3,0,5,2,1,3,1,1,0,0,2342858
173,13,0.35,0.25,1,5359.52,1,76,99,28839,0,3,2,1,0,12,1,3,3,3,4,0,0,2428029
43,11,0.34,0.19,1,1422.34,0,17,199,2178,0,5,2,3,0,5,1,2,3,3,3,1,1,2343755
153,11,0.35,0.11,3,1499.48,1,17,55,217,1,4,2,3,1,12,2,2,3,2,4,0,0,2505767
98,44,0.11,0,3,211.36,1,13,87,1155,0,6,5,3,1,1,0,1,1,4,2,1,0,2467481
103,3,0.35,0.12,1,3233.91,0,18,28,1648,0,3,4,3,1,15,0,1,1,0,2,1,1,2466731
189,11,0.35,0.16,4,1530.95,0,17,124,1425,0,4,3,2,0,6,1,2,1,0,1,1,1,2391197
496,47,-1.65,0.06,5,-11735.75,1,9,184,1473,1,6,4,1,1,1,0,3,3,0,3,1,0,2356879
102,47,0.48,0.06,1,3480.84,0,9,47,447,1,2,3,2,1,7,0,2,0,3,1,1,0,2517106
205,43,0.5,0.21,1,7163.08,1,48,134,2986,0,4,3,3,1,8,2,3,3,4,1,0,0,2421129
371,25,-0.01,0.13,1,-283.18,1,45,53,999,0,2,2,3,0,4,0,2,3,0,3,0,0,2457327
86,11,0.07,0.01,1,307.97,0,17,94,2428,0,4,3,3,0,2,2,2,1,3,2,1,1,2439223
170,45,0.06,0.16,3,219.73,0,46,75,800,0,6,4,3,1,1,0,0,3,3,0,1,1,2473124
108,11,0.37,0.21,2,1559.03,0,17,11,1870,0,3,3,2,1,4,0,2,1,2,1,1,0,2348748
36,48,0.11,0.18,3,130.77,1,41,128,2816,1,2,3,2,0,3,1,0,3,3,4,0,0,2367622
90,33,0.16,0.18,2,554.52,0,24,94,1019,0,2,4,1,0,6,1,0,3,3,3,0,0,2367502
173,25,0.47,0.12,1,13369.94,0,45,100,15011,0,2,3,3,1,7,1,2,0,4,1,1,0,2493888
64,11,0.13,0.02,1,550.28,0,17,79,348,1,4,5,3,0,10,0,3,1,0,0,1,1,2459541
213,43,0.1,0.16,1,1425.94,0,48,80,1640,0,4,3,1,1,14,2,2,3,2,2,0,0,2417267
214,11,0.44,0.18,4,1937.79,0,17,96,2259,1,2,2,1,0,0,1,1,3,2,0,0,0,2411184
110,33,-1.65,0.03,2,-6058.38,1,24,49,281,1,3,4,3,0,9,2,3,3,2,3,0,0,2512823
281,4,0.48,0,1,10206.01,1,43,89,486,1,0,4,2,0,13,1,2,2,0,3,0,0,2389282
247,11,0.5,0.16,4,2149.12,0,17,89,1433,1,3,2,1,1,9,0,0,0,1,4,1,1,2357192
193,33,0.08,0.16,5,294.34,1,24,83,1586,0,3,3,1,1,12,0,1,0,2,1,1,0,2361219
199,43,0.38,0.06,1,5410.59,1,48,191,1518,0,4,2,3,1,6,0,2,3,4,3,0,0,2421118
197,33,-0.94,0.19,4,-3355.9,0,24,52,309,0,6,2,3,1,17,2,2,3,1,0,1,1,2506002
243,36,0.37,0.16,1,7899.32,0,35,46,1494,1,2,2,1,0,6,1,0,1,0,0,0,0,2392152
155,3,0.35,0.01,1,3218.05,1,18,76,1861,0,4,4,1,0,17,2,2,1,2,2,1,1,2483507
169,3,0.47,0.06,1,4359.91,1,18,180,36246,0,6,3,2,1,16,1,1,3,0,2,1,1,2386720
241,11,0.1,0.06,4,418.33,1,17,155,1591,0,2,3,3,1,1,0,2,0,2,4,1,0,2384947
261,4,0.5,0.12,1,10695.67,0,43,205,36046,0,6,3,3,1,3,0,0,3,3,2,1,1,2375651
158,33,0.45,0.02,3,1639.83,0,24,84,3560,0,2,3,1,0,7,0,2,3,0,4,0,0,2470082
240,4,0.45,0.19,1,9636.66,0,43,162,6309,1,5,4,1,1,0,0,1,3,4,1,1,1,2430917
224,43,0.28,0.1,1,3973.52,0,48,198,2625,0,5,4,3,0,5,0,1,3,1,2,1,0,2416112
133,47,-0.01,0.06,1,-69.58,1,9,76,3714,0,2,5,2,1,1,1,1,3,4,2,0,0,2388014
335,25,0.37,0.11,1,10520.7,1,45,28,298,1,2,4,3,0,16,1,2,3,4,2,0,0,2493167
181,43,-1.71,0.11,1,-24265.64,1,48,91,2072,1,3,5,2,1,5,0,0,3,0,2,0,0,2444543
145,33,-0.11,0.06,3,-404.36,0,24,82,293,0,2,4,1,0,7,0,0,2,3,3,1,0,2514329
156,11,0.44,0.13,3,1892.59,0,17,92,2652,1,3,3,2,0,13,1,0,0,2,3,1,1,2359180
45,45,0.47,0.03,1,1690.06,0,46,88,1483,0,4,4,1,1,16,1,2,1,1,3,1,0,2453766
244,34,0.42,0.04,1,7831.84,1,71,70,363,1,0,4,3,1,11,2,0,2,3,3,0,0,2481843
84,45,0.34,0.03,2,1218.79,1,46,35,1163,0,3,4,3,0,0,0,2,3,4,0,0,0,2441390
181,33,0.11,0.04,4,403.21,0,24,22,502,1,6,2,1,1,4,1,2,3,2,0,1,1,2356230
300,0,-0.74,0.1,1,-17162.64,0,73,163,30087,0,6,4,2,1,16,2,3,3,3,3,1,0,2342799
277,44,0.5,0.01,5,1857.2,0,37,91,1516,0,6,2,2,1,15,0,0,3,0,0,1,0,2376926
173,22,0.06,0.02,4,171.48,1,29,113,3525,0,2,2,3,0,2,1,2,1,4,2,0,0,2391373
293,11,0.48,0.01,5,2027.87,1,17,162,21091,0,3,4,3,1,10,0,2,1,3,1,1,0,2353813
194,45,0.28,0.04,3,1035.73,1,46,160,1028,0,5,3,1,1,0,1,3,1,1,1,1,0,2440324
88,3,-0.74,0.18,1,-6904.87,0,18,80,2054,0,2,3,2,1,5,0,3,3,1,0,0,0,2461735
195,33,-0.63,0.1,4,-2313.1,1,24,71,456,0,3,2,3,1,10,0,3,3,4,1,0,0,2520883
79,19,0.35,0.13,2,444.71,1,36,83,3016,1,4,3,3,1,4,2,2,3,0,2,0,0,2373006
219,33,-2.6,0.02,4,-9074.89,1,24,45,442,0,4,2,3,0,11,0,3,3,4,1,0,0,2520911
30,42,0,0.12,1,2.95,0,74,167,1847,1,3,3,2,0,12,1,2,3,3,1,0,0,2394000
174,43,0.38,0.06,1,5438.29,1,48,185,3544,0,2,4,2,0,1,1,2,3,0,2,0,0,2394345
167,43,0.06,0.12,1,852.03,0,48,25,732,1,6,4,2,0,12,2,0,1,0,4,1,1,2444958
143,11,0.11,0,2,472.04,0,17,99,23662,0,3,3,1,1,15,1,2,3,3,1,0,0,2355023
173,33,0.35,0.18,1,1218.66,0,24,74,1202,1,4,3,3,0,16,1,2,3,4,2,0,0,2408287
203,33,-0.7,0.21,5,-2575.22,0,24,135,3286,0,4,4,2,1,5,0,3,3,2,1,0,0,2341634
121,22,0.47,0.21,3,1327.92,1,29,99,21934,0,3,3,2,1,7,0,3,3,2,1,0,0,2477944
236,43,0.08,0.02,1,1145.04,0,48,12,798,0,5,4,3,1,5,2,2,3,2,1,1,0,2403504
87,33,0.02,0.16,1,76.94,0,24,122,3251,0,5,5,1,0,9,0,2,3,3,1,1,1,2435541
183,43,0.47,0.02,1,6635.16,1,48,185,1082,0,4,4,2,1,11,1,2,3,4,0,0,0,2420701
173,45,0.47,0.06,1,1650.01,0,46,158,1945,1,4,3,2,1,9,2,1,3,3,3,0,0,2473298
282,4,0.01,0.03,1,214.52,0,43,161,1171,0,2,4,1,0,17,1,2,3,2,0,0,0,2401965
56,42,0.11,0.21,1,104.63,0,74,147,1494,0,3,3,2,0,10,0,0,3,3,2,0,0,2394150
180,43,-1.71,0.18,1,-24259.19,1,48,83,3524,1,5,4,1,1,9,1,3,3,0,0,1,0,2394775
283,47,0.32,0.16,3,2302.79,1,9,21,104,0,6,5,3,0,1,0,2,3,3,4,1,1,2470636
70,33,0.32,0.07,1,1109.18,0,24,159,1805,1,0,2,3,0,17,1,2,2,3,1,0,0,2389425
154,3,0.25,0.02,1,2284.94,1,18,18,877,0,5,4,2,1,2,2,2,1,4,1,1,1,2439373
99,3,0.34,0.11,1,3117.31,0,18,124,1638,1,2,2,2,1,17,1,2,3,0,3,0,0,2392017
69,45,0.24,0.19,1,875.91,1,46,43,1216,1,4,2,2,0,10,1,2,2,0,2,1,1,2446606
183,11,0.35,0.12,3,1479.59,0,17,199,2490,1,6,4,3,0,4,0,2,1,0,0,1,1,2407423
354,47,0.03,0.19,4,212.03,0,9,83,1796,0,6,3,2,0,2,0,1,3,0,3,1,1,2496651
276,38,0.45,0.11,5,2082.16,0,33,97,2441,1,4,4,3,0,7,0,2,3,2,1,0,0,2392558
132,47,0.06,0.25,2,433.58,0,9,18,997,0,2,4,1,1,0,1,1,3,2,2,0,0,2388375
330,25,-0.11,0.25,1,-3118.43,0,45,81,1983,0,3,3,1,0,17,0,1,0,2,4,1,0,2360300
157,3,0.35,0.06,1,3258.77,0,18,40,847,1,3,3,2,0,6,1,0,0,2,1,1,1,2359010
33,11,0.29,0.1,1,1259.56,1,17,125,3446,1,4,4,3,1,13,1,3,1,0,0,1,0,2413402
61,33,0.35,0.04,1,1225.38,1,24,195,2857,0,2,2,3,1,14,1,1,3,0,2,0,0,2386896
414,23,0.08,0.16,5,563.25,1,5,166,2692,0,5,4,1,0,16,0,1,3,2,3,1,1,2497204
173,11,0.47,0.01,3,2036.85,0,17,85,1546,1,5,5,2,0,15,0,2,1,0,2,1,1,2407412
335,11,0.35,0.01,5,1525.86,1,17,11,696,1,5,2,3,1,13,1,2,3,4,3,1,1,2369536
223,43,0.21,0.11,1,2983.6,1,48,81,1883,0,6,3,2,0,11,0,2,1,1,0,1,0,2414655
323,4,-0.74,0.02,1,-15816,1,43,106,2444,1,6,4,1,0,16,0,2,3,0,3,1,1,2424372
230,5,0.34,0,1,6082.9,0,65,86,12656,0,3,4,1,1,17,0,1,3,3,0,0,0,2468944
